timestamp,zone_id,gas_ppm,temperature_c,pressure_kpa
2026-07-08 09:00:00,ZONE_A,61.0,35.9,100.37
2026-07-08 09:00:00,ZONE_B,27.7,28.3,102.44
2026-07-08 09:00:00,ZONE_C,16.4,26.6,100.15
2026-07-08 09:00:00,ZONE_D,27.7,35.9,102.21
2026-07-08 09:00:00,ZONE_E,43.0,37.0,102.33
2026-07-08 09:00:00,ZONE_F,24.8,28.0,102.34
2026-07-08 09:00:30,ZONE_A,67.0,34.5,101.66
2026-07-08 09:00:30,ZONE_B,27.0,30.1,100.83
2026-07-08 09:00:30,ZONE_C,17.6,26.0,100.7
2026-07-08 09:00:30,ZONE_D,25.8,36.5,100.31
2026-07-08 09:00:30,ZONE_E,53.4,28.3,100.89
2026-07-08 09:00:30,ZONE_F,47.0,35.0,101.08
2026-07-08 09:01:00,ZONE_A,68.3,35.8,100.93
2026-07-08 09:01:00,ZONE_B,51.4,28.1,100.91
2026-07-08 09:01:00,ZONE_C,50.4,26.3,101.03
2026-07-08 09:01:00,ZONE_D,46.5,34.4,100.1
2026-07-08 09:01:00,ZONE_E,11.6,26.7,102.3
2026-07-08 09:01:00,ZONE_F,21.6,34.2,102.25
2026-07-08 09:01:30,ZONE_A,75.5,35.9,102.39
2026-07-08 09:01:30,ZONE_B,37.8,28.9,101.79
2026-07-08 09:01:30,ZONE_C,24.2,29.0,100.01
2026-07-08 09:01:30,ZONE_D,44.0,36.1,101.58
2026-07-08 09:01:30,ZONE_E,52.4,26.3,100.58
2026-07-08 09:01:30,ZONE_F,31.4,36.5,102.38
2026-07-08 09:02:00,ZONE_A,81.3,36.3,101.07
2026-07-08 09:02:00,ZONE_B,32.2,36.2,100.46
2026-07-08 09:02:00,ZONE_C,46.1,34.1,102.06
2026-07-08 09:02:00,ZONE_D,44.8,32.7,100.82
2026-07-08 09:02:00,ZONE_E,24.4,30.0,101.96
2026-07-08 09:02:00,ZONE_F,13.6,28.2,101.88
2026-07-08 09:02:30,ZONE_A,86.0,36.4,100.08
2026-07-08 09:02:30,ZONE_B,34.9,29.6,102.45
